,original_index,item_number,document_number,volume,start_page,page_length,agency,title,action_FR_coded,phase,action,joint,publication_date,html_url,REG_DOT_GOV_DOCNO,RIN,identifier,URL,coded_on_sheet
756,289,1,2013-11223,78,27308,3,CFPB,Loan Originator Compensation Requirements Under the Truth In Lending Act (Regulation Z); Prohibition on Financing Credit Insurance Premiums; Delay of Effective Date,Proposed rule with request for public comment.,NPR,Issuance,No,5/10/13,https://www.federalregister.gov/documents/2013/05/10/2013-11223/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z-prohibition-on,CFPB-2013-0013-0001,3170-AA37,CFPB-2013-0013,https://www.regulations.gov/docket?D=CFPB-2013-0013,Dockets
757,289,1,2013-13023,78,32547,5,CFPB,Loan Originator Compensation Requirements Under the Truth in Lending Act (Regulation Z); Prohibition on Financing Credit Insurance Premiums; Delay of Effective Date,Final rule; Delay of Effective Date.,FINAL,Correction,No,5/31/13,https://www.federalregister.gov/documents/2013/05/31/2013-13023/loan-originator-compensation-requirements-under-the-truth-in-lending-act-regulation-z-prohibition-on,CFPB-2013-0013-0094,3170-AA37,CFPB-2013-0013,https://www.regulations.gov/docket?D=CFPB-2013-0013,Dockets
758,291,0,2011-9766,76,27389,118,FRS,Regulation Z; Truth in Lending,Proposed rule; request for public comment.,NPR,Issuance,No,5/11/11,https://www.federalregister.gov/documents/2011/05/11/2011-9766/regulation-z-truth-in-lending,,7100-AD75,R-1417_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1417&doc_ver=1,Dockets
759,291,1,2011-9766,76,27389,118,CFPB,Regulation Z; Truth in Lending,Proposed rule; request for public comment.,NPR,Issuance,No,5/11/11,https://www.federalregister.gov/documents/2011/05/11/2011-9766/regulation-z-truth-in-lending,CFPB-2011-0008-0001,7100-AD75,CFPB-2011-0008,https://www.regulations.gov/docket?D=CFPB-2011-0008,Dockets
760,291,1,2013-00736,78,6407,214,CFPB,Ability-to-Repay and Qualified Mortgage Standards Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,1/30/13,https://www.federalregister.gov/documents/2013/01/30/2013-00736/ability-to-repay-and-qualified-mortgage-standards-under-the-truth-in-lending-act-regulation-z,CFPB-2011-0008-1746,7100-AD75,CFPB-2011-0008,https://www.regulations.gov/docket?D=CFPB-2011-0008,Dockets
761,291,2,2012-13608,77,33120,6,CFPB,Truth in Lending (Regulation Z),Notice of reopening of comment period and request for comment.,NPR,Issuance,No,6/5/12,https://www.federalregister.gov/documents/2012/06/05/2012-13608/truth-in-lending-regulation-z,CFPB-2012-0022-0001,3170-AA17,CFPB-2012-0022,https://www.regulations.gov/docket?D=CFPB-2012-0022,Dockets
762,291,2,2013-00736,78,6407,214,CFPB,Ability-to-Repay and Qualified Mortgage Standards Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,1/30/13,https://www.federalregister.gov/documents/2013/01/30/2013-00736/ability-to-repay-and-qualified-mortgage-standards-under-the-truth-in-lending-act-regulation-z,CFPB-2012-0022-0181,3170-AA17,CFPB-2012-0022,https://www.regulations.gov/docket?D=CFPB-2012-0022,Dockets
763,291,3,2013-00739,78,6621,52,CFPB,Ability To Repay Standards Under the Truth in Lending Act (Regulation Z),Proposed rule with request for public comment.,NPR,Issuance,No,1/30/13,https://www.federalregister.gov/documents/2013/01/30/2013-00739/ability-to-repay-standards-under-the-truth-in-lending-act-regulation-z,CFPB-2013-0002-0001,3170-AA34,CFPB-2013-0002,https://www.regulations.gov/docket?D=CFPB-2013-0002,Dockets
764,291,3,2013-13173,78,35429,78,CFPB,Ability-to-Repay and Qualified Mortgage Standards Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,6/12/13,https://www.federalregister.gov/documents/2013/06/12/2013-13173/ability-to-repay-and-qualified-mortgage-standards-under-the-truth-in-lending-act-regulation-z,CFPB-2013-0002-0942,3170-AA34,CFPB-2013-0002,https://www.regulations.gov/docket?D=CFPB-2013-0002,Dockets
765,291,4,2013-09750,78,25638,25,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedure Act (Regulation X) and the Truth in Lending Act (Regulation Z),Proposed rule with request for public comment.,NPR,Issuance,No,5/2/13,https://www.federalregister.gov/documents/2013/05/02/2013-09750/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedure-act-regulation-x,CFPB-2013-0010-0001,3170-AA37,CFPB-2013-0010,https://www.regulations.gov/docket?D=CFPB-2013-0010,Dockets
766,291,4,2013-16962,78,44685,44,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,7/24/13,https://www.federalregister.gov/documents/2013/07/24/2013-16962/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x,CFPB-2013-0010-0075,3170-AA37,CFPB-2013-0010,https://www.regulations.gov/docket?D=CFPB-2013-0010,Dockets
767,291,4,C1-2013-16962,78,45842,1,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedure Act (Regulation X) and the Truth in Lending Act (Regulation Z),,,,,7/30/13,https://www.federalregister.gov/documents/2013/07/30/C1-2013-16962/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedure-act-regulation-x,CFPB-2013-0010-0076,3170-AA37,CFPB-2013-0010,https://www.regulations.gov/docket?D=CFPB-2013-0010,Dockets
768,291,5,2013-15466,78,39901,45,CFPB,"Amendments to the 2013 Mortgage Rules Under the Equal Credit Opportunity Act (Regulation B), Real Estate Settlement Procedures Act (Regulation X), and the Truth in Lending Act (Regulation Z)",Proposed rule with request for public comment.,NPR,Issuance,No,7/2/13,https://www.federalregister.gov/documents/2013/07/02/2013-15466/amendments-to-the-2013-mortgage-rules-under-the-equal-credit-opportunity-act-regulation-b-real,CFPB-2013-0018-0001,3170-AA37,CFPB-2013-0018,https://www.regulations.gov/docket?D=CFPB-2013-0018,Dockets
769,291,5,2013-22752,78,60381,71,CFPB,"Amendments to the 2013 Mortgage Rules Under the Equal Credit Opportunity Act (Regulation B), Real Estate Settlement Procedures Act (Regulation X), and the Truth in Lending Act (Regulation Z)",Final rule.,FINAL,Issuance,No,10/1/13,https://www.federalregister.gov/documents/2013/10/01/2013-22752/amendments-to-the-2013-mortgage-rules-under-the-equal-credit-opportunity-act-regulation-b-real,CFPB-2013-0018-0289,3170-AA37,CFPB-2013-0018,https://www.regulations.gov/docket?D=CFPB-2013-0018,Dockets
770,292,0,2014-10207,79,25730,24,CFPB,Amendments to the 2013 Mortgage Rules Under the Truth in Lending Act (Regulation Z),Proposed rule with request for public comment.,NPR,Issuance,No,5/6/14,https://www.federalregister.gov/documents/2014/05/06/2014-10207/amendments-to-the-2013-mortgage-rules-under-the-truth-in-lending-act-regulation-z,CFPB-2014-0009-0001,3170-AA43,CFPB-2014-0009,https://www.regulations.gov/docket?D=CFPB-2014-0009,Dockets
771,292,0,2014-25503,79,65299,27,CFPB,Amendments to the 2013 Mortgage Rules Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,11/3/14,https://www.federalregister.gov/documents/2014/11/03/2014-25503/amendments-to-the-2013-mortgage-rules-under-the-truth-in-lending-act-regulation-z,CFPB-2014-0009-0070,3170-AA43,CFPB-2014-0009,https://www.regulations.gov/docket?D=CFPB-2014-0009,Dockets
772,293,0,2011-31778,76,78343,40,HUD,HOME Investment Partnerships Program: Improving Performance and Accountability; and Updating Property Standards,Proposed rule.,NPR,Issuance,No,12/16/11,https://www.federalregister.gov/documents/2011/12/16/2011-31778/home-investment-partnerships-program-improving-performance-and-accountability-and-updating-property,HUD-2011-0157-0001,2501-AC94,HUD-2011-0157,https://www.regulations.gov/docket?D=HUD-2011-0157,Dockets
773,293,0,2016-17390,81,47815,3,HUD,60-Day Notice of Proposed Information Collection: HOME Investment Partnership Program,Notice of proposed information collection.,NPR,Issuance,No,7/22/16,https://www.federalregister.gov/documents/2016/07/22/2016-17390/60-day-notice-of-proposed-information-collection-home-investment-partnership-program,HUD-2011-0157-0325,2501-AC94,HUD-2011-0157,https://www.regulations.gov/docket?D=HUD-2011-0157,Dockets
774,293,0,2013-17348,78,44627,57,HUD,HOME Investment Partnerships Program: Improving Performance and Accountability; Updating Property Standards,Final rule.,FINAL,Issuance,No,7/24/13,https://www.federalregister.gov/documents/2013/07/24/2013-17348/home-investment-partnerships-program-improving-performance-and-accountability-updating-property,HUD-2011-0157-0324,2501-AC94,HUD-2011-0157,https://www.regulations.gov/docket?D=HUD-2011-0157,Dockets
775,294,0,2013-23472,78,59890,13,HUD,Qualified Mortgage Definition for HUD Insured and Guaranteed Single Family Mortgages,Proposed rule.,NPR,Issuance,No,9/30/13,https://www.federalregister.gov/documents/2013/09/30/2013-23472/qualified-mortgage-definition-for-hud-insured-and-guaranteed-single-family-mortgages,HUD-2013-0093-0001,2502-AJ18,HUD-2013-0093,https://www.regulations.gov/docket?D=HUD-2013-0093,Dockets
776,294,0,2013-23472,78,59890,13,HUD,Qualified Mortgage Definition for HUD Insured and Guaranteed Single Family Mortgages,Proposed rule.,NPR,Issuance,No,9/30/13,https://www.federalregister.gov/documents/2013/09/30/2013-23472/qualified-mortgage-definition-for-hud-insured-and-guaranteed-single-family-mortgages,HUD-2013-0093-0009,2502-AJ18,HUD-2013-0093,https://www.regulations.gov/docket?D=HUD-2013-0093,Dockets
777,294,0,2013-29482,78,75215,24,HUD,Qualified Mortgage Definition for HUD Insured and Guaranteed Single Family Mortgages,Final rule.,FINAL,Issuance,No,12/11/13,https://www.federalregister.gov/documents/2013/12/11/2013-29482/qualified-mortgage-definition-for-hud-insured-and-guaranteed-single-family-mortgages,HUD-2013-0093-0074,2502-AJ18,HUD-2013-0093,https://www.regulations.gov/docket?D=HUD-2013-0093,Dockets
778,295,0,2014-10600,79,26620,9,VA,Loan Guaranty: Ability-To-Repay Standards and Qualified Mortgage Definition Under the Truth in Lending Act,Interim final rule.,INTERIM-FINAL,Issuance,No,5/9/14,https://www.federalregister.gov/documents/2014/05/09/2014-10600/loan-guaranty-ability-to-repay-standards-and-qualified-mortgage-definition-under-the-truth-in,VA-2014-VBA-0008-0001,2900-AO65,VA-2014-VBA-0008,https://www.regulations.gov/docket?D=VA-2014-VBA-0008,Dockets
779,297,0,2012-19977,77,57317,90,CFPB,2012 Truth in Lending Act (Regulation Z) Mortgage Servicing,Proposed rule with request for public comment.,NPR,Issuance,No,9/17/12,https://www.federalregister.gov/documents/2012/09/17/2012-19977/2012-truth-in-lending-act-regulation-z-mortgage-servicing,CFPB-2012-0033-0001,3170-AA14,CFPB-2012-0033,https://www.regulations.gov/docket?D=CFPB-2012-0033,Dockets
780,297,0,2012-19977,77,57317,90,CFPB,2012 Truth in Lending Act (Regulation Z) Mortgage Servicing,Proposed rule with request for public comment.,NPR,Issuance,No,9/17/12,https://www.federalregister.gov/documents/2012/09/17/2012-19977/2012-truth-in-lending-act-regulation-z-mortgage-servicing,CFPB-2012-0033-0019,3170-AA14,CFPB-2012-0033,https://www.regulations.gov/docket?D=CFPB-2012-0033,Dockets
781,297,0,2013-01241,78,10901,121,CFPB,Mortgage Servicing Rules Under the Truth in Lending Act (Regulation Z),Final rule; official interpretations.,FINAL,Issuance,No,2/14/13,https://www.federalregister.gov/documents/2013/02/14/2013-01241/mortgage-servicing-rules-under-the-truth-in-lending-act-regulation-z,CFPB-2012-0033-0190,3170-AA14,CFPB-2012-0033,https://www.regulations.gov/docket?D=CFPB-2012-0033,Dockets
782,297,3,2013-24521,78,62993,15,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z),Interim final rule with request for public comment.,INTERIM-FINAL,Issuance,No,10/23/13,https://www.federalregister.gov/documents/2013/10/23/2013-24521/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x,CFPB-2013-0031-0001,3170-AA37,CFPB-2013-0031,https://www.regulations.gov/docket?D=CFPB-2013-0031,Dockets
783,297,4,2014-28167,79,74175,131,CFPB,Amendments to the 2013 Mortgage Rules under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z),Proposed rule with request for comment.,NPR,Issuance,No,12/15/14,https://www.federalregister.gov/documents/2014/12/15/2014-28167/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x,CFPB-2014-0033-0001,3170-AA49,CFPB-2014-0033,https://www.regulations.gov/docket?D=CFPB-2014-0033,Dockets
784,297,4,2016-18901,81,72160,242,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z),Final rule.,FINAL,Issuance,No,10/19/16,https://www.federalregister.gov/documents/2016/10/19/2016-18901/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x,CFPB-2014-0033-0180,3170-AA49,CFPB-2014-0033,https://www.regulations.gov/docket?D=CFPB-2014-0033,Dockets
785,297,4,2016-18902,81,71977,5,CFPB,Safe Harbors From Liability Under the Fair Debt Collection Practices Act for Certain Actions Taken in Compliance With Mortgage Servicing Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z),Official Bureau interpretations.,FINAL,Issuance,No,10/19/16,https://www.federalregister.gov/documents/2016/10/19/2016-18902/safe-harbors-from-liability-under-the-fair-debt-collection-practices-act-for-certain-actions-taken,CFPB-2014-0033-0181,3170-AA49,CFPB-2014-0033,https://www.regulations.gov/docket?D=CFPB-2014-0033,Dockets
786,297,4,2017-13796,82,30947,3,CFPB,Amendments to the 2013 Mortgage Rules Under the Real Estate Settlement Procedures Act (Regulation X) and the Truth in Lending Act (Regulation Z); Correction,Final rule; Official Interpretation; Correction.,FINAL,Correction,No,7/5/17,https://www.federalregister.gov/documents/2017/07/05/2017-13796/amendments-to-the-2013-mortgage-rules-under-the-real-estate-settlement-procedures-act-regulation-x,CFPB-2014-0033-0179,3170-AA49,CFPB-2014-0033,https://www.regulations.gov/docket?D=CFPB-2014-0033,Dockets
787,298,0,2012-17059,77,49089,78,CFPB,High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X),Proposed rule; request for public comment.,NPR,Issuance,No,8/15/12,https://www.federalregister.gov/documents/2012/08/15/2012-17059/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z,CFPB-2012-0029-0001,3170-AA12,CFPB-2012-0029,https://www.regulations.gov/docket?D=CFPB-2012-0029,Dockets
788,298,0,2012-17059,77,49089,78,CFPB,High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X),Proposed rule; request for public comment.,NPR,Issuance,No,8/15/12,https://www.federalregister.gov/documents/2012/08/15/2012-17059/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z,CFPB-2012-0029-0016,3170-AA12,CFPB-2012-0029,https://www.regulations.gov/docket?D=CFPB-2012-0029,Dockets
789,298,0,2012-21998,77,54844,3,CFPB,High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X),Notice of request for public comment; extension of comment period.,NPR,Issuance,No,9/6/12,https://www.federalregister.gov/documents/2012/09/06/2012-21998/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z,CFPB-2012-0029-0064,3170-AA12,CFPB-2012-0029,https://www.regulations.gov/docket?D=CFPB-2012-0029,Dockets
790,298,0,2012-21998,77,54844,3,CFPB,High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X),Notice of request for public comment; extension of comment period.,NPR,Issuance,No,9/6/12,https://www.federalregister.gov/documents/2012/09/06/2012-21998/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z,CFPB-2012-0029-0065,3170-AA12,CFPB-2012-0029,https://www.regulations.gov/docket?D=CFPB-2012-0029,Dockets
791,298,0,2013-00740,78,6855,121,CFPB,High-Cost Mortgage and Homeownership Counseling Amendments to the Truth in Lending Act (Regulation Z) and Homeownership Counseling Amendments to the Real Estate Settlement Procedures Act (Regulation X),Final rule; official interpretations.,FINAL,Issuance,No,1/31/13,https://www.federalregister.gov/documents/2013/01/31/2013-00740/high-cost-mortgage-and-homeownership-counseling-amendments-to-the-truth-in-lending-act-regulation-z,CFPB-2012-0029-0258,3170-AA12,CFPB-2012-0029,https://www.regulations.gov/docket?D=CFPB-2012-0029,Dockets
792,299,0,2013-22229,78,56625,8,HUD,Housing Counseling Program: New Certification Requirements,Proposed rule.,NPR,Issuance,No,9/13/13,https://www.federalregister.gov/documents/2013/09/13/2013-22229/housing-counseling-program-new-certification-requirements,HUD-2013-0083-0001,2502-AI94,HUD-2013-0083,https://www.regulations.gov/docket?D=HUD-2013-0083,Dockets
793,299,0,2013-26586,78,66670,2,HUD,Housing Counseling Program: New Certification Requirements; Extension of Public Comment Period,Proposed rule; extension of public comment period.,NPR,Extension,No,11/6/13,https://www.federalregister.gov/documents/2013/11/06/2013-26586/housing-counseling-program-new-certification-requirements-extension-of-public-comment-period,HUD-2013-0083-0068,2502-AI94,HUD-2013-0083,https://www.regulations.gov/docket?D=HUD-2013-0083,Dockets
794,299,0,2017-11213,82,24988,2,HUD,Housing Counseling Certification Examination Availability and Change To Certification Examination Cost,Notice of Availability of the HUD Certified Housing Counselor Examination.,NPR,Issuance,No,5/31/17,https://www.federalregister.gov/documents/2017/05/31/2017-11213/housing-counseling-certification-examination-availability-and-change-to-certification-examination,HUD-2013-0083-0202,2502-AI94,HUD-2013-0083,https://www.regulations.gov/docket?D=HUD-2013-0083,Dockets
